GSM367804.CEL	GSM367805.CEL	GSM367806.CEL	GSM367807.CEL	GSM367808.CEL	GSM367809.CEL	GSM367810.CEL	GSM367811.CEL	GSM367812.CEL	GSM367813.CEL	GSM367814.CEL	GSM367815.CEL	GSM367816.CEL	GSM367817.CEL	GSM367818.CEL	GSM367819.CEL	GSM367820.CEL	GSM367821.CEL	GSM367822.CEL	GSM367823.CEL	GSM367824.CEL	GSM367825.CEL	GSM367826.CEL
100128239_at	5.51560390898831	6.37976635439731	5.22931266535127	5.51560390898831	5.5940369497471	5.87657886328851	5.50683529911935	5.44597438551848	5.38758146852813	5.27016510939545	5.17800928473966	5.27226578792208	6.03255054751528	5.58659876245673	5.51754684196791	5.36655946512209	5.51560390898831	5.63081841625521	5.41549596526462	6.07752404280999	5.64121277203696	5.49302132307806	5.45287871541087
100128252_at	7.14477362488294	6.97554927775979	6.99603099850181	7.34881396042457	7.59414590949929	7.37034302411326	7.16179605467885	7.09078934798229	7.42578918130239	7.08386849568139	6.74641618062435	6.88895640334245	7.25081990843271	7.2957344675853	7.07213497898711	7.29165577880235	7.2223265603466	7.38943110494215	7.09833207506671	7.14097114470476	7.24134669677219	6.93900859399728	7.26805127661198
100128292_at	7.41850866567514	7.44781852723062	7.20117410605523	7.49283572566675	7.21801937481593	7.26127572386717	7.30844634779899	7.43550260566287	7.42775133628688	7.05070249763117	7.16289369279994	7.10421751384293	7.21235371060984	7.34359882277175	7.29228789982555	7.27353361455032	7.35170852288128	7.15228391210147	7.02980252613883	7.27235684832994	7.50831886012788	7.49689190162263	7.39827580945026
100128325_at	4.87795201170935	4.93423896801473	4.98887316523743	4.97503108273957	5.33004808560772	5.2494420041953	5.19291899002247	5.00865453413229	5.05546647798829	5.43865162783549	5.07997710844504	5.22387262603763	4.9518508479716	4.98684434205752	5.00182554813056	5.32580299446085	4.89147539176609	5.28485381458181	5.2803315350031	5.45368981475856	5.00923449049378	5.21949970040071	5.07997710844504
100128334_at	7.22423896838218	7.31450913105898	6.90319097454348	6.88478100443476	7.15559985947975	7.06689195350089	6.82722288095312	7.36296853064534	7.02557305653025	7.04388191145944	6.97835554521539	7.08038408816303	6.92017795666985	7.09056371844692	7.20340890617677	7.17185701975854	7.12521674374169	7.21002409572761	7.07167840654824	7.04890482803411	7.17511751832268	7.09638952211991	7.18546833739953
100128361_at	7.63628315254626	7.45881042006134	7.29336233381406	7.48623723080208	7.32225075337046	7.38413671876111	7.68052613797772	7.82818364449645	7.65182177490772	7.15606198326131	7.37913516044341	7.3129437142861	7.23485232164212	7.52035818029699	7.46175413913738	7.40839732885162	7.44993906356442	7.19558063521415	7.17045240814806	7.63277773535476	7.65140844114036	7.56938492663177	7.54345395162215
100128496_at	6.97699194465607	6.76137934382945	6.72385767527009	6.95774728619291	6.50224721424671	6.6990074785114	6.93893340246318	7.1237896732936	7.20608510052205	6.67662953706262	6.66559849416179	6.74585107810867	6.50322747780874	7.14280006313786	6.88681355544873	6.73548189508085	6.95914504017462	6.80007728116387	6.63923541329496	7.29461580042236	6.96310860201109	7.02668219027629	6.89054155221156
100128511_at	4.19472263750547	5.05690536025559	4.0718214612782	4.51687695915913	4.76968720159848	5.00285719703627	4.53259062052893	4.49423585736953	4.70658097814651	4.09154333033032	4.48191449194821	4.07515355066742	4.93526245934683	4.42163416475299	4.31943663711109	4.34159152849234	4.26010383376982	4.63464098065497	4.15823126868203	5.08588408081037	4.65133451811109	4.49545471740731	4.48191449194821
100128537_at	6.56885792676726	7.4193150287337	8.69219105217138	7.8652650732484	7.64201965138839	7.18420863656352	8.29323640815087	7.91786984335221	8.1820554408349	8.40655835767556	8.21153385456125	7.47239923354452	7.70113755964288	7.76203891358638	7.80854635988447	7.73523160606531	8.47759087842107	7.91395699494203	8.07727609050244	7.12795456585893	7.580184576431	8.15798047014474	8.03593163414567
100128590_at	4.11616211666684	3.82221418222975	4.07954990200861	4.15177989012847	3.88533688227407	4.02868403016738	4.3753667685291	4.33034141472439	4.02173290060003	3.91292254844606	3.94456742935543	3.82567175251422	4.59044872164135	4.00628363527963	4.08097282004877	3.91469665345093	3.94362433365495	3.94413383026007	3.94821605497142	4.67702795850591	4.19559820967268	4.05416955959853	3.83601091798729
100128653_at	7.54386427207847	7.96683333282449	7.51776013404458	7.6193967498002	7.69009817912577	8.17215984027337	7.65081590930519	7.340551024467	7.54479821577751	7.60167019821065	7.8571861338768	7.38706028827486	7.86410188960411	7.4819351148008	7.87774821043038	7.65999945547995	7.7879313466519	7.64467832222739	7.57348515574535	7.98239857019295	7.44278409022384	7.70719524885111	7.74213797397835
100128731_at	10.1208393951424	9.22917781462624	10.4655275266313	9.6847221133905	10.5549954994718	9.51891214798058	9.81374635581912	9.54525707372598	9.4975182477743	10.0408191840799	10.0934028566697	9.89641138200941	9.93547810545332	9.50284979412671	10.1305893864561	9.67528213808374	9.54410954017283	10.3154594850526	10.2190855027068	9.1952023745054	9.46338738237832	9.76982368725422	9.60755398000619
100128750_at	6.45144559883974	6.05192170690121	6.18239093541011	6.48720110536629	6.41444042823069	6.52475210654474	6.45144559883974	6.46008753902793	6.6272169084067	6.2845128685513	6.16575366174339	6.10853459501393	6.59121742635256	6.56456354884391	6.48630725700986	6.28972123787402	6.50614683703445	6.50216210397431	6.17675203659685	6.77944248275855	6.37182616755444	6.60057996704422	6.62848025144128
100128782_at	4.75129724737336	5.16645826534702	4.79226205458363	4.77102756076721	4.58504543620001	5.19460626447509	4.75129724737336	4.71801580846834	4.81521615187908	4.47012071456934	4.76065591129506	4.57154981266976	4.95565573050957	4.76094104226188	4.7362854154539	4.82832137826278	4.77932373378531	4.70950612559412	4.54949972943178	4.78062955373781	4.65483723545026	4.75129724737336	4.74011004468848
100128822_at	6.94250489788941	5.15161633845206	7.57588021661185	6.93073213512162	7.27969439769681	6.22212841757976	7.17136533605112	7.24353637481797	6.69337060036009	7.48779812982594	7.44803852368556	7.39192943242418	6.6855011579896	7.03023763302691	7.98664199930629	7.70263359670353	7.93871085304278	7.76577955995596	8.09101262256596	6.52119410453817	7.00380254149055	7.05527890873117	7.59258865902646
100128893_at	7.63156930923975	7.30940559869431	7.45503697840625	7.79934426319415	7.43943360544016	7.93998555512758	7.28530156771454	7.81045679295948	7.88121189206353	7.44473837989374	7.43434538170969	7.43003254200607	7.86222992543034	7.6965537346078	7.4401621984033	7.37569821664222	7.54130423618918	7.20635289986742	7.41485021869424	8.07017903176354	7.78063375715621	7.65189007178288	7.67173729711855
100128927_at	5.84290853754579	5.84527020517254	5.85122713589197	5.9196053416545	5.98541004560299	5.53797810916573	6.0126487605857	5.86917806561188	5.73501747636938	6.10338566629581	6.02188240036229	5.74344575184463	6.15087213268258	5.890811889441	5.77832590479258	5.78728685709853	5.85122713589197	5.64074437052975	5.89352005217952	5.61069147877368	5.84592890683544	5.85122713589197	5.87954735644565
100128961_at	6.4590894611389	6.82788848073675	6.55945194925416	6.89573859464468	6.56340430414516	6.98124689471969	6.3638086823475	6.43570580328201	6.6014717629104	6.65480635681829	6.63878001453584	6.71347585783093	6.96825135912087	6.60168837408565	6.70411713335729	6.66957343040337	6.51454837505489	6.68378905896671	6.63677144470811	7.17571488797687	6.25940310559818	6.57820141955886	6.66861434758999
100128977_at	6.52566052505782	6.97869617992116	6.42681128208807	6.48291112974615	6.61659675509117	6.69738420100388	6.46839784206538	6.44618704767308	6.47420819258907	6.51188486927645	6.54768820377548	6.48768318340133	6.75458134141125	6.40148884456225	6.55166655910184	6.63456317792659	6.54522004354225	6.39750679247269	6.4846998815735	6.88811953354089	6.63899369508077	6.49058936013788	6.56295212886999
100128988_at	7.95021072530655	8.30643354516974	8.70967966194093	8.4302007655225	8.06021300512647	7.99635137054579	8.08190973986744	7.62748145409617	8.22733900623932	8.69133333393687	8.62029743416452	8.01527535388486	7.75112823791242	7.58599660366707	8.08895801353463	8.31075570269628	8.65601692907046	8.04343329285986	8.31638512742946	8.60233776283965	7.44828501322212	8.2925310262756	8.22751824720476
100129034_at	6.33646333524653	6.51200883186777	6.22057223321269	6.21632247293643	6.39638761887444	6.34126350319029	6.32462271321863	6.32350912037871	6.28916528686624	6.213946612026	6.19831560376861	6.44238633493583	6.43590416498411	6.31262151358844	6.334654448452	6.28081250632532	6.34809258522144	6.58566643541138	6.27554943305945	6.14547028506296	6.5098371993555	6.50289791721007	6.30712343132224
100129195_at	5.78351399626836	5.79931615393312	5.9368938254216	5.92440366818743	5.80640913802824	5.83908697879767	5.6652728070113	5.60183216597959	5.77856430863882	5.87288193153987	5.63536790592748	5.76715551761901	6.1240676608385	5.69789902566222	5.77856430863882	5.74718052779063	5.9028283539198	5.66866605479158	5.66866605479158	5.62584801818042	5.71370821007378	5.69845429975593	5.55871322812476
100129361_at	4.96126455104235	4.65597215331353	4.70017954357304	4.95842651327346	4.83395147284526	4.89544094783447	4.89185325245291	4.95241464066622	5.10329109163643	4.65296484045303	4.75396147628771	4.84069766547116	4.61740385580559	4.93254323933352	4.82148551727471	4.65113563499952	4.95069169964366	4.84075227118025	4.71596589880642	4.85170033947028	4.81018156207695	5.09607706579837	4.97676291758356
100129387_at	6.2970735022843	6.54606962067555	6.07182672765373	6.2970735022843	6.2970735022843	6.55082698826453	6.43795004127717	6.19810894715349	6.2970735022843	6.09985829402491	6.75516029864956	6.07252245013187	6.45065537800026	6.23968761784256	6.31097213577871	6.58047619344477	6.40491496839638	6.40254039392596	6.19024428448029	6.71116340092986	6.10355415591097	6.15422622484198	6.23410033739683
100129482_at	3.60151618994417	3.90360771895462	3.61084109747346	3.59640744757293	3.63855639751333	3.65927894185306	3.57807038491892	3.57797995694846	3.51102340470442	3.67205494950205	3.61989888154823	3.54997280542849	3.85351964052801	3.6881272716643	3.62628726019723	3.63492418419891	3.62672053808964	3.64433478936195	3.64099390475857	4.05271740478478	3.60143066335523	3.62107348411468	3.55878572204008
100129516_at	5.58954283444616	6.35758261903421	5.53646140969868	5.57221770316933	5.85061257282031	6.11538973420016	5.76448410157318	5.94058621431732	5.62537883238159	5.64064576655102	5.8501303643959	5.66002379701195	6.0345773615517	5.706025233623	5.2800464218735	5.68153229377352	5.39708326150697	5.88376683754393	5.51015202996493	6.14260199460557	5.73062467445818	5.61427239199769	5.78842650964091
100129550_at	7.31006112321768	8.10875044948421	8.32284730739762	8.07911798505847	7.73279809535107	7.29451460658629	7.62673981213635	7.63053365473783	7.50342713654709	7.81427743684551	8.05493772745787	7.84619902196077	7.62818264161451	7.61549023247011	7.71838255759736	7.34403421393026	8.10028580978992	8.47065025711672	7.82318284039341	7.77055836046875	7.35555594894218	7.62374221994395	7.55802608432692
100129597_at	5.09162934272469	4.98586585295289	4.70949886477013	4.95218170816485	4.77027744719088	4.52785105514005	5.05983509325894	5.26658546524513	5.30349100981418	4.84787662754146	4.79858956289853	4.95013851479424	4.99427961618589	5.0634071226399	4.8324791300752	4.99427961618589	4.94367952014857	4.73156123082949	4.94979121949368	4.81748906632333	5.20310695285251	5.09276719822842	5.20287125593673
100129617_at	7.69283550425606	7.46337104617517	7.36502706274245	7.6192827350598	7.55301313606694	7.48498241114492	7.68062750448185	7.74893291230257	7.76533967436638	7.35956543253236	7.49210472239634	7.658413553593	7.6192827350598	7.93541492868849	7.67692029264995	7.54885143245054	7.6192827350598	7.68189298974143	7.49270012382202	8.11466046357112	7.66684919796655	7.65355494893446	7.6643107604544
100129654_at	3.47103717470299	3.86806653429449	3.47246115528001	3.68545297496527	3.33097116134464	3.50352381961877	3.44646893747801	3.48133828231873	3.59666831283251	3.34895815760825	3.39755907118767	3.43242607024665	3.60230120974799	3.62053433302624	3.56878429502114	3.45332947196927	3.57540627071486	3.45996458549127	3.35107682013349	3.72049634808477	3.47496483373449	3.5186172877388	3.51888735668926
100129716_at	7.20707233010162	7.39780853804226	7.06882512376145	7.20707233010162	7.28650219111904	7.21885834569574	7.13005178750573	7.25047149635116	7.30677520541976	7.22156469156356	7.29387839125033	7.09718869583923	7.20707233010162	7.25622384787249	7.25165318282732	7.25692692178547	7.2759569246284	7.19921385774946	7.2761325599838	7.14313263610533	7.01785295284369	7.16705503284274	7.2500314447102
100129792_at	4.01258683173919	4.18798271212271	3.91902222771687	4.22134326837228	3.69729192248342	3.6574463817223	3.98149623023964	3.98314658380032	4.07280846772776	3.79971745934383	3.78068083047931	3.87985544446594	3.70230896147287	4.17097644738973	3.97069667969388	3.91135450345405	4.13021527161047	3.81699796900589	3.81820227934696	3.93234734700389	3.91243760644936	4.13732531460139	3.95782038050241
100129794_at	3.78574997766115	4.29790905716543	3.76277802526293	3.70018488975032	3.60484011087817	3.90971330604296	3.70108208869258	3.74698048577219	3.85852594347965	3.67377599191059	3.68393747319701	3.66581611605985	4.13226128058331	3.96735692541337	3.83038156198633	3.65515326600609	3.9253350759959	3.78300335783204	3.6352793040694	4.15808108601391	3.69427062439078	3.9675623936067	3.7695671655629
100129827_at	7.91552125217482	7.6250782559219	7.76730432299702	7.9147787713684	7.96911697342472	8.0264426927947	7.91266833413138	7.93848661050195	7.93039059877551	7.7747917442424	7.6944923411466	7.69978329474189	8.10662109565251	8.03337567155807	7.88763764603928	7.7643833040007	7.93672727123122	8.00812308495627	7.78712520106143	8.15891509561854	8.14533845805166	7.81986139329542	7.97845564176191
100129935_at	8.07694852994553	8.89359069884523	8.50142301632028	8.55947810705786	8.54208579095353	8.59564885375599	8.48700268343065	8.4775735144053	8.49772306697117	9.05626359150718	8.26040235648583	8.51671436637546	8.35284298034604	8.01155650548833	7.47012174292645	9.23924880463336	8.11678145636293	8.8177454605376	8.22616390240734	8.87544570234503	7.80700510239404	8.64083951071343	9.09648700415487
100129961_at	5.91815918738591	5.97222294585693	5.65598232534632	5.93111585509034	5.50959106249663	5.15292448439299	6.07562896663981	5.90306681120704	6.20807894688342	5.57901919156823	5.53021199387201	5.64779549825105	5.94568100864455	5.92183053270283	5.71394143416584	5.67731124320218	5.83513287746453	5.53453833613458	5.65344605258824	5.93411681554755	6.31465176440752	5.74635666857006	6.02911102873482
100129969_at	7.93241971144296	8.27024264298692	7.53918824433467	7.69087170914285	7.40271403002483	7.85803808261621	7.9280506701661	7.50875209191342	7.77179989995506	7.70449755770747	7.56588495334613	7.63512439986766	8.02227491254363	7.9388433185882	7.76917762069414	7.78178956329571	7.92899762157669	7.55197284611864	7.63480916713055	8.37205179010444	7.93699692942512	7.74122935719395	7.85145000794169
100130155_at	4.94554995396839	4.9179620313055	4.74387244064672	4.93894874252094	4.54158988727257	4.76818976329103	4.79482069025041	4.95410842066648	5.18116101079477	4.61705690577226	4.54262431022829	4.64495748787998	4.79081455253085	5.05321335027873	4.81403615705737	4.72151055929931	4.80473132501067	4.4889232554846	4.57801049044619	4.91093030920049	5.0243336943336	5.17533528660232	4.86439816288208
100130172_at	4.04474910830327	4.08204083408814	4.02325681509802	4.09112355808841	4.03318882334462	4.16482261357126	4.09866763465853	3.92727509458115	3.99867627984756	3.89799465430442	4.0061325120515	3.91302731701734	4.09910208091656	4.10312212109226	3.87250336800972	4.01182225666362	3.89269385762536	3.9230533144697	3.85105353351749	4.42812777337972	3.92496273814275	4.07847652789115	4.17438054250335
100130370_at	7.19790338247732	7.19267924843363	6.8998163259832	7.1251529337024	6.84851469772456	7.23993327037435	7.14914128349634	7.21937327313633	7.3722753805962	6.86983818489568	7.00895625539497	6.85731647249398	7.22778815625651	7.22724485006592	7.04257832668713	6.94701556212997	6.93272037940092	6.95400565189558	6.80487132503196	7.2342556489303	7.24904210607945	7.07076473431573	7.18811813984839
100130418_at	5.46003225772746	5.82291217078322	5.27221808618083	5.60015721521739	4.93220923595763	5.29387679249635	5.22610252507744	5.3996544838016	5.61260110217899	5.24741289451103	5.19924826007671	5.08994286201535	5.37772484739691	5.29349881572061	5.28052687078425	5.31616518958813	5.39708326150697	5.08563839377542	5.067018765892	5.32965998195122	5.11995686103023	5.33718247945965	5.47725256054372
100130452_at	4.57209280852304	4.81895829704299	4.31688982730542	4.35957193659898	4.60061267063888	4.39020965196981	4.64288124227111	4.55435319704873	4.42513331841382	4.60341356290515	4.71637208503672	4.65463005305362	4.69772571846789	4.48968602721848	4.7174203896769	4.63508584396627	4.86984070604921	4.57102509366852	4.75095254361059	5.06451178841706	4.55364875383039	4.62221551430327	4.69570396449038
100130460_at	4.82355422025712	4.56769406288738	4.59264780622341	4.62058490359314	4.82940987655101	4.68958159415801	4.72810100822639	4.63884749918093	4.70573712650955	4.54324400238389	4.68183191143735	4.63492304537542	4.79612865608995	4.69341472750311	4.68183191143735	4.63950858242356	4.63782673736096	4.60913973224685	4.66651881863996	4.5434107097389	4.74103729854743	4.71490249552856	4.78969351491786
100130476_at	6.72246834854935	6.38446417293517	6.16452211042607	6.5935287128516	6.11156312426647	6.51393369757279	6.37377906984133	6.85461544571274	6.01692344027938	6.3502471402382	7.06601628238363	7.38818473073339	6.21616858165332	6.33521722416979	6.82843096890956	6.39369212480189	6.33454501152058	6.41666772875012	6.69890454831934	5.93012977336918	6.60088042711925	6.28594174697329	5.78955370649068
100130502_at	7.76824147362798	7.81798326014348	7.36631198985635	7.62340235900047	7.17792180054917	7.49299005055332	7.67971016194559	7.52574537937947	7.67871152291843	7.24752320280674	7.32164376102388	7.48165585100179	7.73658641051427	7.77141260617737	7.56979177259478	7.37632286944905	7.73694279534334	6.88239588112948	7.20668186584812	7.3933713109688	7.67577143448333	7.79163805676095	7.67997921266456
100130519_at	5.70409144521683	6.43251828928601	5.65785637281122	5.6981452356453	5.97046376215182	6.59643728965507	5.88968886280754	6.00967635503923	5.75637027231287	5.66373474054239	5.74073087875058	5.77323312117597	6.40777827554474	5.74447598356705	5.90897994032556	5.63510708448284	5.82810246044662	5.86271509437996	5.77290886863211	6.53359759719788	6.01313698188454	5.82646667486277	5.54928569272513
100130613_at	5.92417787666579	6.40684932469603	5.87061537875586	5.94314994255293	5.78015134437443	5.85061257282031	5.77338317754528	5.98268976130659	5.81287928729438	5.68344945322865	5.70952565925601	5.74488678352391	5.64369363502502	5.89295598580274	5.87420454229068	5.72903873144425	5.76904738697468	5.80108732680639	5.67077719283155	6.29683676604788	5.92010888536503	5.9549143664782	5.90413094503487
100130691_at	4.06823878357527	3.89585608460429	3.99115639258004	4.02134528241879	3.86830950234681	4.27357642423206	3.99115639258004	4.05520165641884	4.16169750056461	3.92144991569337	3.97279377094564	3.99115639258004	3.95434902363438	4.01810753097382	3.91587269513563	4.02442074260317	3.97133352582621	3.8228909479928	3.89975778420409	4.06351724894896	4.13115269509779	3.99115639258004	4.02752132430332
100130700_at	8.05593515752677	7.50743881181398	7.9758679058069	8.01418801832875	7.55978079517094	7.34613866952534	7.83051580776694	8.28253766829217	7.99527163100544	7.68053306718734	7.75892019217708	7.77868737049593	7.41581448444319	8.16846194938871	7.95021129445897	7.71308312707198	7.85353230570249	7.39572403479934	7.79284195886028	7.94957194127657	7.91532868399227	8.00508535188704	7.83102598280838
