GSM367804.CEL	GSM367805.CEL	GSM367806.CEL	GSM367807.CEL	GSM367808.CEL	GSM367809.CEL	GSM367810.CEL	GSM367811.CEL	GSM367812.CEL	GSM367813.CEL	GSM367814.CEL	GSM367815.CEL	GSM367816.CEL	GSM367817.CEL	GSM367818.CEL	GSM367819.CEL	GSM367820.CEL	GSM367821.CEL	GSM367822.CEL	GSM367823.CEL	GSM367824.CEL	GSM367825.CEL	GSM367826.CEL
148327_at	6.82911837040189	7.01232689120075	6.62313324267945	6.67922838913367	7.01550958427641	7.17033515506396	6.7284364942368	6.75008744199621	6.78773743478922	6.64791600306893	6.69950149289377	6.60130466345916	6.24932612843384	6.6781557967139	6.74818625499007	6.62162366032076	6.61980292553413	6.45855581989898	6.46378489675412	6.47419600800809	6.77299945886724	6.92139756491325	6.53859827388331
148362_at	6.84233930638244	6.7666447523076	6.95882400720074	6.94509398279614	6.94509398279614	6.81397234281468	7.03618725921526	6.88256229984068	6.89061092740758	7.0827086121106	7.04838020741032	7.00859988251403	6.94509398279614	6.99397533535285	7.06041921478957	6.96321952541784	6.9738307804292	6.93688360254787	7.10839450057739	6.7529923783012	6.81911698995144	6.85532833061797	6.93287842360179
148413_at	7.17819654178605	7.89629486655197	7.14176715803255	7.3357993898599	7.43893493422863	7.70563634395766	7.58417659617652	7.02553838207783	7.39689883200208	7.28482309345824	7.4018286974403	7.33275059648424	7.76405100935081	7.22373237419857	7.38170372054239	7.37621255473499	7.28122915638471	7.56856810674851	7.42253808372059	8.49319826324546	7.38095213543079	7.13970945945147	7.39689883200208
148418_at	5.62109172960788	6.47036816283151	5.49862069242102	5.85622913123352	5.42330324633498	5.58801178367598	5.66300495184273	5.58801178367598	5.90377329207743	5.46985298672765	5.41587449351722	5.70548554362985	5.42927447408399	6.00999510802163	5.55790162181716	5.46957774481337	5.36645957477519	5.48450098010505	5.325807308091	5.95505136037671	5.78587932334008	5.77787019890807	5.70006807287385
148423_at	5.85167073075096	5.66837609311079	6.08945269452087	5.83432016904594	6.13763982804947	5.74181798480475	6.06418320760177	5.89155829410157	5.86825166100074	6.30862004290772	5.94180095467712	6.22135982191298	5.61570331668565	5.69918207763942	5.98415700850111	6.17491459090509	5.99507269925081	5.99602798916283	6.22197851112765	5.3953246320228	5.80461909117167	6.01974093122726	5.92396530482644
148479_at	8.46203769727416	8.24750039436833	8.76361310241931	8.49281354010904	8.70232336312746	8.45296564264093	8.63384716197569	8.35943521786476	8.4285561302174	8.85869604263686	8.66006809611303	8.73880913948588	8.63513010065835	8.41934272115626	8.81288162103465	8.73901809922706	8.63843598125073	9.22655451978408	8.74631253288858	8.54793888433269	8.47700261445905	8.51713024928351	8.58151533383004
148523_at	7.10163193319184	7.55232763749071	6.66178574129472	7.00799404504851	6.9107548678746	6.99190271153236	6.94966140182693	7.18396262407218	6.91262986946485	6.97842130585218	6.86417790251868	6.94930782300249	7.40426874343565	6.95347236079652	6.93569239522328	7.0250775764717	6.98418914179766	6.95655912838075	6.87133083114508	7.35181270906821	7.16130817108944	7.19403121067344	7.05028101459627
148534_at	4.46775364498153	4.52079000089804	4.54704081828088	4.48765468516695	4.3761230183691	4.25426778689043	4.40212623425743	4.30535223680057	4.46251622647481	4.39505733615412	4.43000116826006	4.41710391599846	4.37907268890551	4.54297079468455	4.41199141760883	4.43381911185755	4.58096148795034	4.4019957933191	4.32419979105802	4.42377111693338	4.64675135532505	4.55196942598453	4.66458788292757
148581_at	3.71943587870454	4.20343003890024	3.80244641939576	3.9019351476454	3.35938396238374	3.72731460535532	3.76746505760239	3.59859552525725	3.99867627984756	3.83648004197936	3.76746505760239	3.59289986498814	4.29378766447708	3.61682978380168	3.86011543362048	3.7406529850524	4.04017115901906	3.68845010263481	3.66411359142082	3.79017465174037	3.49714533883328	3.71860376407438	3.7695671655629
148641_at	4.17662036184741	4.93267150474933	4.06066609635815	4.2586992358864	3.92157126378286	4.09874212024059	4.01844936655982	4.32625452666888	4.26112103868507	4.03861664085392	3.97610263926827	4.23437448108763	4.23287039551203	4.19273836283762	4.2224074372228	4.01668832054747	4.02336935272342	4.16714117591022	4.04882613415147	4.5209933468925	4.19982738823027	4.33589138551923	4.18068208545115
148696_at	6.23483659499572	6.81922540732406	5.85734702096911	6.45134274552896	6.18191372637849	5.98309286500397	6.55891822254733	6.57772381372539	6.59301643783727	6.0868518012395	5.88809312207807	5.99194021548432	6.4460630677016	6.30850024397752	6.032608204087	6.0777850002977	6.20286879481507	6.23722422732197	5.93533245832388	6.33737722762341	6.45553250693935	6.44923565037351	6.44749332539192
148738_at	4.7545416325969	4.99338895208338	4.79835406802748	4.62182103250814	4.65519625689288	5.16599088591519	4.76163443532875	4.76163443532875	4.56214878939047	4.74437442196195	4.69347188635742	4.79896474138342	4.87643248468362	4.90969126543262	5.01516667794661	4.76163443532875	4.73359661466358	4.76163443532875	4.52604680441164	5.40998584322499	4.67433728515727	4.64780627506179	4.76793236632167
148741_at	6.12674674402104	6.59893747350067	6.12956387565786	5.95993583817586	6.33526606000635	6.34624579877273	6.26618970919873	6.19306734270535	6.19016241230751	6.16116050719009	6.02204365103626	6.09952323768964	6.71916027638584	6.24307034175734	6.03364067165456	6.08062891039485	6.04428992362693	5.93203319164339	6.0712645267178	6.40416179127455	6.23689678259871	6.38459150139632	6.23309557138634
148753_at	6.33243288075269	6.43927518387257	5.79691272497024	6.42578810789257	5.96257653687442	6.39642459982784	6.05731917365227	6.01798511340164	6.39143348976164	6.08501386711971	6.26197489511426	5.91927101333481	6.04890526749597	6.22364730482209	6.04587115437898	6.01587462969268	6.26989458593156	5.69402030539599	5.8503434900592	6.10770665355873	6.41323227906087	6.29302449336035	6.12682672250875
148789_at	6.32247029707931	5.61818269322079	6.80690290063438	6.07791890528909	6.32848896380669	6.14780978590616	6.30437829747061	6.11962195869141	5.68739223476538	6.41945163410735	6.37052080951569	6.90150626881172	6.01856167565825	6.07632518879453	5.92407997998603	6.20667445186627	5.84826638123598	6.10548900214656	6.50054014110917	5.40584554325512	6.31789223149291	6.09799720172659	5.80709777132919
148808_at	4.95532574570908	5.33712189291141	4.86812815119343	4.8928823127607	4.88113325884425	5.005647714379	5.04535043347194	5.03112552113253	5.05825947316131	4.89352865784308	5.06247903822733	5.03726342416475	5.22259606368118	5.3255996543466	5.2246928320936	4.94330465644044	5.10562576011137	5.02622813581479	4.98179772990462	5.32582112962995	4.98481742752185	5.08665946499709	5.18711936802942
148811_at	6.96830535113588	6.72034026487632	6.68540305732863	6.74061240487446	6.55591903229552	6.04853668791169	6.55354194445191	7.06848894369881	7.08438612444549	6.85277863962827	6.60832942879634	6.63554165663024	6.21641818182303	6.83060207796108	6.7615632078522	6.72879849765174	6.96129508487879	6.69453949068319	6.59048491310875	6.73370982133436	6.7615632078522	7.01344023790593	6.88128964090131
148824_at	4.23415286048469	4.24229454162076	4.22715866399825	4.26581848052787	4.08403967578472	4.24229454162076	4.39468114208663	4.27040679761443	4.28635154910974	3.95235796425714	4.08743809919093	4.13668760317499	3.90974604671405	4.75100122722815	5.18620154378823	4.30702428954135	4.41807296678356	4.10340521135024	4.14045546495823	3.84129124537507	4.24229454162076	4.45170087089279	4.24580284956582
148867_at	6.44067271639867	6.26419065016095	6.62614555452904	6.25119561755321	6.38591104316398	6.60700480543437	6.38351531085008	6.17379079231899	6.3232005784007	6.6824235307247	6.52457290258906	6.71841281502626	6.3382766462919	6.37204813304813	6.47086825098984	6.50260770423502	6.45837163702794	6.40773623355938	6.58309708161802	6.53213878639809	6.43788920881112	6.3570198124051	6.39293476882351
148898_at	7.87886070786432	7.79211554619707	7.8143748332071	7.81613026546749	7.81325714217849	8.12975332869138	8.17413929906863	7.96614302517895	8.07290304597375	7.93058314226288	7.91084470372039	7.99165012048718	7.88342181312013	7.86824491383295	8.05778726210224	8.0277229538405	8.27125295257588	8.03246138963955	7.98795402017201	8.08457703703234	7.68380677785292	8.07032166859832	7.97711978909065
148932_at	7.37456659205159	7.32141016755672	7.24436854017612	7.19710728645475	7.48745998707555	7.44221462199468	7.35729214633854	7.11160879880359	7.19481782932221	7.238484395519	7.32299917677237	7.12088449090069	7.10500920619517	7.24466046456615	7.33754737539956	7.27574195832365	7.16427828376671	7.2268754695293	7.13759088306422	6.92186461841549	6.89166795732165	7.07296106254197	7.39483280958493
148979_at	5.65001900725385	5.04804133495685	5.26051588975486	5.69838153918848	4.90688387465049	4.70212972274844	5.43504618199979	5.48086588607662	5.63014957843296	5.11894724170644	5.21890068894406	5.07139309043342	4.94366418170015	5.66365012966057	5.2957327548385	5.26364423829251	5.55209728968706	4.8439894467992	5.15870541143088	4.43115821794964	5.38360939206165	5.66267183687472	5.69012492225417
148_at	4.44041757162017	4.45844379567026	4.3030751997585	4.48495159648116	4.19674097149129	4.46418247815511	4.25001592608443	4.48776029967717	4.38925102123134	4.23561814010528	4.219121416266	4.32091081525896	4.3034139964567	4.50546442288525	4.39418799786169	4.32724772010455	4.5527414645027	4.2685105180043	4.2963535618978	4.36522501280055	4.44584106817229	4.5626583522703	4.4258003930535
149018_at	5.37380653888555	5.49074527259054	5.30409782075275	5.39603588653082	5.50512964210813	5.35341070548192	5.36094367045034	5.63822038321953	5.59251162390902	5.38871031533572	5.48992788452072	5.35536512958135	5.43178095692552	5.35425876218106	5.50992857641388	5.53920826698483	5.55365623947475	5.25965281701248	5.47182136392925	5.34547299486333	5.44456175899557	5.58739523013364	5.53227074980011
149041_at	6.74304430447567	6.84252836318493	6.80107555043584	6.62453481359363	6.72829086930781	6.49951189175665	6.71328961238298	6.62420577070489	6.74988212713367	6.89457430323243	6.70184326041634	7.15124919609818	6.65212393161452	6.69092498657376	6.73126674266331	6.73109202235912	6.75340378683153	6.78067078247853	6.83156522946537	6.89681543899858	6.97888477476481	6.79538295983235	6.76210575510451
149069_at	6.07715400564393	6.71207207037511	5.9000603467483	6.33731581710163	6.48422840645523	7.36706897660504	6.10772656498584	6.21288161315124	6.36405765048377	5.9219759573362	6.11181293630285	5.98959558879972	6.82454135881278	6.21288161315124	6.2605249632666	5.96440359204084	6.10001232660152	6.74349028392094	6.03008727245244	7.10428471932429	6.01717890230891	6.5132706850999	6.16158527747782
149076_at	9.19468234134118	8.13866841806396	9.402848660494	9.42925160945317	9.62375483199694	8.94209769550102	9.10218835329035	9.01724964531016	9.44083092175785	9.61638955936213	9.70647820358753	8.9618457487513	8.5669588768177	9.07407363715915	9.47749206537115	9.47676579665158	9.20603502310354	9.7340304068035	9.38895052475569	8.82552784611958	9.38043370048414	9.03763780535249	9.20675819097429
149134_at	5.02316648964699	4.97665298843882	4.76760979342734	4.85588704184478	5.24534507850268	5.05319808750387	5.34818721467211	5.48747131664435	5.11020914860036	5.56293462707481	4.97480208801896	4.56624732851992	4.31853964849148	5.10715701917995	4.38427233716948	5.09626979487409	4.60183908330356	5.2570843247766	4.99151645631331	4.75543828804047	4.89357966445358	4.68658209153996	5.08578240372194
149175_at	6.37039530400158	6.84225849715412	6.29161848493984	6.0824763093231	6.14635759478745	6.17874289572157	6.47185247072173	6.55122054850095	6.08466525656375	6.33425874352869	6.39278116239017	6.2223181356728	6.59236526472721	6.34082388124298	6.2183914638846	6.3571614000781	6.36493452177305	6.29587877001668	6.3043963342398	6.51073975100786	6.62824153620292	6.58047166471565	6.28268133504216
149297_at	4.40036030666598	4.29741948301251	4.29077338982739	4.35080660064812	4.30964715775986	4.23265636515931	4.47887528680613	4.48775265219338	4.48848395280751	4.3232211352593	4.29661359067247	4.35387887979622	4.35204920220953	4.55970522069767	4.33330003212086	4.3276876727217	4.46426960564961	4.25195418749648	4.30155083347022	4.3491688462094	4.46613799554348	4.60258850723445	4.41403936719597
149345_at	5.52523550601737	6.35314737521696	5.65371930460522	5.58019373210792	5.91631117182717	5.72926771380654	5.82675377772819	5.75635022390268	5.63823413963133	5.29874695448949	5.43614476867151	5.59576196446623	6.04767693207427	5.44961216278139	5.33430501585781	5.55786843974777	5.28906810747692	5.6143065319814	5.63723700132362	5.67615500369425	5.75072225866855	5.43159345434422	5.39057337419473
149371_at	6.43199849060193	5.55889204600014	6.97313863589047	7.02289521080876	6.59634028254768	6.54717750606949	7.13393603899738	6.97736502097122	6.53643300105874	7.26748730251658	7.39703503144701	7.27418204200599	5.94979029561438	6.64567934357152	7.13697047281418	7.46531209631895	6.70562303426569	7.20026774478729	7.55705578559112	6.06347454433283	6.75837369741714	6.54284413304043	6.70986749395248
1493_at	5.13549309183329	5.30155417017095	4.97921836894247	5.00304931527169	5.16019343281117	5.34647555871708	5.18590583114547	5.21250004624995	5.20088450066949	4.95062459359459	4.99286858943533	4.93943761263098	5.27538467119169	5.13255773608866	5.03036942489676	4.95577143403888	5.01680145541218	5.06224278385642	4.9897216577124	5.39866350552298	5.14494916472737	4.98939669343149	5.04452259457474
149420_at	4.6128676145668	4.76793135042929	4.67796760927183	4.61817252019483	4.772857168457	4.86187177257607	4.82652034680827	4.61814375454554	4.46544092493965	4.80057721286096	4.7433351789387	4.70185298300459	4.92428979539733	4.53372076844258	4.811472853202	4.78536630330414	4.67582549317332	4.78702566607991	4.70905074734687	5.13912868167572	4.67319581151984	4.51547325395479	4.57678316511332
149428_at	5.11952118767281	5.29930976879266	5.00682226457368	5.2609875724306	5.22107775752735	5.35944797930587	5.33567580499869	5.15240065438564	4.98210849701992	5.09446366764845	5.20907036828378	5.07937432166986	5.26172229447554	5.04164491184815	5.04652389233456	5.13109675607924	5.16062573259125	5.52403222956476	5.22800673421319	5.6053910731365	5.14761298921364	5.08256731621828	5.17371756048608
149473_at	6.57580464462452	7.07404890764839	6.52471052437216	6.36574761219213	6.83482148288419	7.14339886431272	6.78696995297237	6.67625821755127	6.67661513984963	6.57224423728052	6.51756411680508	6.51431679110553	7.43565925071433	6.37300216402298	6.62217429105618	6.47233303188391	6.40775584819432	6.94049412523495	6.34845435683324	7.00045887321442	6.47890122852289	6.47064927648999	6.62222935891302
149483_at	6.19838235646092	6.47993194784847	6.01421900988392	6.27840378583161	6.05574377921421	6.1812757410048	6.07819027743279	6.11779945359948	6.30644101134075	5.9731637903038	6.04843763073082	5.90486888856223	6.11586034155778	6.24664835854533	6.3129678342184	6.18108988720974	6.22468834660055	6.1571134841796	6.16034729344655	6.58653239401579	6.33189642828824	6.08270436735709	6.13533712560396
149499_at	5.17746871589009	5.23777457669045	4.85995565008784	5.30424895003365	5.70753470204325	5.93746069023434	5.39639895073575	5.80805030852624	5.26659167722007	5.17315982486231	5.4385071043023	5.05578870095868	5.52326006030025	5.33299115200637	5.16629735811852	5.11301513391591	5.14465840092626	5.48424369198106	4.7908238088554	5.3532319098719	5.65117355529711	5.15835844750236	5.52699756829742
149563_at	4.75517089026369	6.13229569916212	4.87626243832895	5.18853966156383	5.71315062259864	6.00184104852056	5.20972391217533	5.14774957481384	5.20542938367857	5.04562855395964	4.98765787401141	5.05767163011708	5.47069609661732	5.36432054510131	4.89907740471184	5.15938107733353	5.22374525364824	5.50800535707172	5.11626811675919	6.04508291964724	5.29466252825948	5.11691281166927	5.18929217987538
149603_at	5.52627292675076	5.62232866599118	5.28968013370791	5.50455117594881	5.4992438925782	5.28453459258263	5.56238894777812	5.5959007294124	5.50360405600812	5.43715306147173	5.43544122971127	5.32855836517603	5.64924188858109	5.39497652743113	5.51227188282306	5.4004965951182	5.61866847754875	5.3528304435205	5.25313812447117	5.71181916732318	5.36186940320107	5.49366878533004	5.53651088575388
149628_at	3.57650914364471	3.82821896598741	3.60356313877391	3.4542361253495	3.33583047651705	3.57415533557797	3.53472573913073	3.42168825839534	3.51983604125487	3.53627608105817	3.33874378793278	3.39533583968249	3.36220798344074	3.55390499835137	3.54884957725048	3.57723721067312	3.61904238210265	3.35422502093442	3.36886154949293	3.90413430644818	3.52680631271263	3.58094167467174	3.49804956438417
149684_at	5.87064525422992	5.61374734107462	5.53358364505418	5.68238544581484	5.44797271857755	5.33301924652887	5.80023047833701	5.87881646361725	5.85675767659713	5.52262390407247	5.45361259180539	5.52686734204961	5.19211813726222	5.63511668032225	5.62569860968889	5.5469164107199	6.08196638981748	5.27120085029606	5.45869866027811	5.77619039516138	5.93349582674952	5.81900446388247	5.75963883311073
149699_at	6.86257847977825	6.22978368780669	6.45175176171666	6.77609910816863	6.05007340097236	6.11922729709867	6.54939139464759	6.75598454060946	6.92368343155936	6.43352268986626	6.43077421519865	6.46887261622849	6.23464354561665	7.08778002999069	6.71664767545464	6.62494430779834	6.78927059888556	6.03514402441371	6.50728007356133	6.22286378332548	6.75775740173822	6.97179910866537	6.87028379046813
149708_at	4.05672852437462	4.24843301503085	3.95952656575319	4.04671358016723	4.12381953893967	4.27182587111212	4.12355584072619	4.18600577189774	4.20708285283672	3.91208202915186	4.00758976844229	4.03559526851733	4.41547408438795	4.18728140202027	4.05117636385989	4.00898387584475	4.29083188879917	4.47309595687549	3.97396559391764	4.96339366926094	4.18249645035008	4.14328899406577	4.13907439956168
149775_at	5.0660905678489	5.26475991356354	5.21382723868028	4.98414274746973	5.02739141541024	4.87162392581957	5.10319648561877	5.38939010032741	5.34741693223242	5.03172166742967	4.95559509705583	5.01046931730902	4.97872472551177	5.00034203194262	4.79806376218904	5.03951063491963	5.01203834706276	5.08200451714878	4.92593821213231	5.05276028720844	5.17739499947896	5.2304397172751	5.16516567213211
149830_at	4.9667198222856	4.75050373497551	4.5391219392661	4.72409568833905	4.68709343589171	4.6969553709648	4.73010416169739	4.77947175081966	4.99658472392612	4.59540359021593	4.75050373497551	4.57517780846409	4.83745478058503	4.93221644704134	4.65080438698267	4.78761229924964	4.68575289157747	4.69226219303961	4.71525146513466	5.16639283078303	4.90370943796146	5.00472057644394	4.68144627232019
149837_at	6.61977300132701	6.11939898542459	6.26622969260446	6.70688289755234	6.15870595577797	6.4840094588672	6.54427869601572	6.6040403080756	6.58968612486669	6.39438571427894	6.26599516314343	6.27852494628663	6.21374456268119	6.67200670596302	6.3694064543157	6.61079023913357	6.42675481142526	6.24938144696051	6.41659810363479	6.53203685202099	6.68413739469579	6.76043265713153	6.48532242774948
149840_at	5.29572043990814	5.47289025077366	5.18685729448494	5.1593911820508	5.11969192527724	5.24781060229149	5.22702278819499	5.12869492996493	5.22852508045071	5.18159300918388	5.1485785692734	5.16855086936875	5.2788770179582	5.27854302106882	5.21416861801237	5.15922507438337	5.29985150038179	5.13245552558861	5.12110680426734	5.4388461167467	5.30095896232046	5.35739980349126	5.27685156477556
149951_at	8.38529305788644	8.54784531131979	8.29356171654455	8.25912485143185	8.50765638075859	8.59670546263241	8.37374476749955	8.28711563870065	8.15324016575364	8.34226968242229	8.40558606620478	8.38546089070919	8.55485963480245	8.26213149373854	8.22250699317643	8.35048731867014	8.29857109477772	8.46457601029031	8.18791642909995	8.62045580639677	8.15168588639605	8.14482251333972	8.20590632899229
149954_at	7.29465885272164	7.30708592543783	6.83424352110855	6.76802013616715	6.93733528648745	7.13351877633821	6.8462970530718	7.19386167751639	6.97896800720549	6.83196782667042	6.72852014079402	6.94160770771843	7.43584645975231	7.20699557024376	7.06180006090208	6.90651437518424	7.25870517728651	7.1641278899802	6.81145199218637	7.05296702014956	7.00818608782587	7.29462108507861	7.07406810819969
149986_at	5.67206640615139	5.87460738698461	5.66537394892906	5.60377714516759	5.63069020345721	5.85598932174898	5.7331701026294	5.67206640615139	5.57114450022256	5.67206640615139	5.67206640615139	5.82748006868699	5.58275511035563	5.71149561022174	5.53408334715036	5.97235420033341	5.65632496751312	5.46670262075687	5.65344605258824	5.87480663815951	5.39981226272378	5.81002581056491	5.56213371845937
149998_at	3.79680607197354	3.70097806446735	3.70656560331797	3.8616296685672	3.64536811084181	3.66659916380022	3.82597078741413	3.75809154719969	3.85378120375459	3.73816255834849	3.85970711716568	3.63814189021376	3.67240698506438	3.73816255834849	3.73816255834849	3.72066521811503	3.79492691265356	3.65330816182986	3.75776305514836	4.06952916765854	3.71108576050633	3.78582783495174	3.80512031608127
150000_at	5.61104789501177	5.47835344227796	5.61104789501177	5.64709927398656	5.40066486986164	5.44461339225536	5.61104789501177	5.67875917700027	6.05674300248299	5.3460793222333	5.36596695313998	5.56174301817712	5.5275367704738	5.81297842658693	5.71934531551883	5.5986478146744	5.63719710700069	5.44387462266558	5.61104789501177	5.50846918704549	5.98015317531882	5.85381081232203	5.76366825438849
150082_at	6.11290953173639	6.15175699758259	5.81861393039112	5.97173537423096	5.98487522060623	5.95585601131898	6.22460681183116	6.38038962181521	6.21296008381976	5.97397081675659	5.78674514150042	5.89821715334646	6.2842054053145	6.04798766293908	5.7860208897473	5.96340749461372	6.27954441806379	6.09963085692502	5.91533180328237	6.55158129061607	6.32609715379431	6.10767626077356	6.22049981333794
150084_at	8.44290317357331	8.0630395809036	8.52362131586236	8.7646966112003	8.78048696295185	7.39165425314121	8.50055316202387	8.49147002909159	8.92114592018245	9.22900836058256	8.81295782811592	9.27372225726731	7.80281633680054	8.41069200149814	8.36580866107774	8.76829994459847	8.45067012937434	8.63455105354951	8.8194019534113	7.90468898917134	8.25225959322349	8.86769597312237	8.79817091868323
150142_at	7.33028582073057	7.35383260181217	6.77349702637608	7.30374918165865	6.4045722354759	6.45731640172309	7.19399710099327	6.77450366810945	7.19978722452544	6.82903112689012	6.84607458221456	6.78476487395312	6.87053111952368	7.20977212096473	7.04073424981985	6.95796511531925	7.22575924083526	6.45602388378158	6.77358035838765	6.67903928117548	6.87278190766324	7.25485200654795	7.22095371880225
150209_at	6.12283585395336	6.49021070664075	6.03754677139513	5.86925355418019	6.77879328500427	6.59360907374109	6.36603811201708	6.16417096301033	6.06727823174734	6.08610650731823	6.11101933486743	5.91653449668798	6.1240676608385	6.15655136006636	5.96042257040491	6.24079780953414	6.16037249889717	6.28242554708509	5.91149218578926	6.43723344209431	6.00757512020324	6.01346802822944	6.24852721669756
150223_at	7.64511799321607	7.63399414592932	7.59512093308887	7.63965226020589	8.00132956893346	7.59512093308887	7.67769797310353	7.49778416290094	7.5767514470731	7.47460742670031	7.7217834043525	7.44238271256186	8.00952126250243	7.46863535065793	7.72725542560747	7.5104881451503	7.59512093308887	8.01134536945906	7.50501183975293	7.50166148850662	7.58980388499444	7.67465042316681	7.46833125311414
150274_at	4.06959592809029	4.04987796321432	4.05974159913157	4.30159594290029	3.9112451893294	4.07595985829493	4.06018006456641	4.32190954803162	4.21802639555972	4.03823582791402	4.0614017059184	4.11087612003394	4.31950845453657	4.11982158585817	4.0614017059184	4.03725937377211	4.03750085526078	4.3109070844937	4.11013360880168	3.87385280481648	3.97167511822307	3.90436941637927	3.85013101429014
150275_at	7.842292538025	7.36465395007878	8.00481206728448	7.86169355326931	7.90757644811405	7.19769125062062	8.16006159049951	7.62285440320556	7.96341619568135	8.31925640740523	8.13260303370667	7.80946125726098	7.54451662715796	7.74530505163395	7.9418075329898	8.32798277585536	7.97242630015925	8.07671853474248	8.19084836378696	7.62018309305271	7.83413897874387	8.09160842687693	8.09301639829981
150280_at	7.30818874835686	7.45198375547026	7.1973808565404	7.35266081905698	7.17835915676386	6.94946464349676	7.35992491839388	7.44309972342988	7.49728429028648	7.13077364178797	7.06108468113687	7.19322795473138	7.09813635854111	7.39914145636706	7.29990105520883	7.14517250487581	7.25713909795195	7.20744352608104	7.0644916658012	7.52973270525229	7.49885196070984	7.2881652341533	7.38552792428897
150290_at	8.11637330950066	8.34361567536948	7.80499803785965	7.85676881768352	7.73164359929859	7.73259992949472	7.99353088399812	7.92392957110455	8.04899101190572	7.7139666189691	7.74716592814909	7.75194288283117	7.83911992177787	8.05957300045452	7.75581651059033	7.61597416468558	7.86928564780943	7.71516197959409	7.71988521467489	8.18385705754523	8.06609705475761	7.85648611554628	7.98008881104717
150291_at	8.33339848719096	8.23773844823699	7.76848536773226	8.0969511964612	7.98333885948898	8.51959300591797	7.97787521906232	8.0033554331328	8.1061785323424	7.60913518925668	7.83560775082426	7.65185960676411	8.16020153867415	7.94622858326156	7.98333885948898	7.90788313329906	8.11225524626044	7.84746432190048	7.85656566726898	8.03171185890158	8.02930083804912	8.00299443767258	8.02582277706757
150365_at	8.55006463947367	8.55060062818808	8.46166111384814	8.35903780171608	8.3283415496302	8.89246470814194	8.32728439807899	8.48456168451765	8.36779352734492	8.29757138102727	8.17377655376482	8.38008570334934	8.98390767265834	8.52364793032999	8.34040676327095	8.27969057322644	8.58530956119535	8.38651667786503	8.3626977526498	9.14340845564595	8.30405059953929	8.35539559014121	8.46816308315072
150368_at	8.19563154261186	8.3850704854706	8.05010622437521	8.33699843769595	8.37389577995273	8.64929841382729	8.32103112305639	8.40292142692091	8.24322774105921	8.05054594885171	8.52589578549073	8.33167181414323	8.27346803931153	8.32584853020923	8.40106988640625	8.46500313468516	8.33550229375945	8.62521413688725	8.33550229375945	8.33848960330886	8.33550229375945	8.33550229375945	8.21671237430658
150372_at	6.90809628966401	7.58677446602435	6.80583784067692	6.95857151490842	7.16130263347968	7.45393642551149	7.00218393068534	7.03430271388383	6.9745890971564	6.94171552674287	7.00387057454777	6.95519527978601	7.30436160226381	6.95054291767781	7.02404904327771	7.08978743748064	6.87895972609549	7.17068446068929	6.93502650326471	7.87620892393479	7.00190803132676	7.10914080687933	7.06181109271968
150379_at	6.24997148293247	6.98659725881996	6.31565385462985	6.45465170933287	6.88629348469395	7.13445847917976	6.60592736317981	6.67083370359699	6.58989415467149	6.34576424969408	6.61658109573143	6.31335658479094	6.8086648180615	6.57851522049115	6.35483796958433	6.49127026273864	6.49450160157621	6.82175242438523	6.42726091027721	6.96368030250604	6.71206802989181	6.43930416906872	6.55451381269273
150381_at	5.30481775429676	4.91897427191938	5.40121110375919	5.06915744937874	5.49788952877152	5.00176926550488	5.03236251264952	5.00778091568922	4.95811036711198	5.17464731883869	5.13510914304836	5.13407488184789	5.43198256526756	5.18761173123863	5.14802371431353	5.00923449049378	5.16817470495268	5.01924623070962	5.04477737587462	4.72135872628303	5.16577340865281	5.0529600193412	5.09276719822842
150383_at	6.66145550161763	6.78936590056628	6.72529580273451	6.39667854123258	6.93195413127076	7.18583927818646	6.71294285973535	6.70983292585706	6.84376120751471	6.58338406674794	6.59174631424851	6.71294285973535	7.37228655844755	6.7103150833556	6.74750784635266	6.57957944744164	6.69956292569657	6.93664200100638	6.69553948112109	7.28767732892642	6.69557092902311	6.71294285973535	6.71294285973535
150465_at	5.91351026348911	6.4946346137258	6.42203834027294	6.13201884481023	6.40539168482927	6.59719121076853	6.13240572684044	5.89271613182804	5.96612070262665	6.18394507746466	6.03593737165238	6.26469345636072	6.8108716510803	5.95731520352279	6.01481275647707	6.04279057951562	6.06120520062293	6.30497938931079	5.97095754231645	6.06506364968028	6.05943967950265	6.12858637812806	6.09947278908875
150468_at	6.801555247437	6.42466386414383	6.59412554548588	6.61663524988805	6.1108241332963	6.5639669422317	6.60504544663787	6.58541350278657	6.59129457021333	6.42318047061578	6.30706706396156	6.53972258199707	6.73768985009913	6.75617891270249	6.55293812329032	6.52950553374981	6.65059809011533	6.51591888915047	6.49864911358757	6.69469806776113	6.61148057733628	6.80275946224644	6.56746919671168
150568_at	4.16678910834759	4.22581133575795	4.03643774380273	4.19551512903183	3.97035237438763	3.76272803092969	4.22431536758004	4.15306271891938	4.25994121828713	3.97516376135161	4.06378452706406	4.04119695634731	4.31041937634625	4.36359772265393	4.34544698011266	4.05709989290332	4.20889789160026	4.01424415828631	4.05415595925214	4.47072295907332	4.30087844228009	4.32869170676895	4.42067122598079
